Student 0,5.822781392056737
Student 1,7.93978016990998
Student 2,7.936044435401513
Student 3,2.220765616249303
Student 4,7.027126849118883
Student 5,2.4685033599809114
Student 6,6.9818833396369895
Student 7,8.066197950157166
Student 8,4.9628460584499585
Student 9,7.245796956348598
Student 10,9.953230883685467
Student 11,1.8395202264248178
Student 12,5.812708461094671
Student 13,3.0392860904850116
Student 14,9.16469121173105
Student 15,8.421694565545506
Student 16,0.45104171408172133
Student 17,1.0112127938352722
Student 18,0.8808732260521057
Student 19,6.926431349692825
Student 20,1.4307063980595336
Student 21,7.305783252053062
Student 22,3.2223854113748884
Student 23,9.860160448932849
Student 24,6.164666655333866
Student 25,1.3767650840914447
Student 26,9.864881347823847
Student 27,8.792418533142381
Student 28,4.856298425251053
Student 29,7.309771955021793
Student 30,1.761674780468836
Student 31,5.129356484241514
Student 32,3.206411582710944
Student 33,3.1609422047344826
Student 34,7.024258008098694
Student 35,7.048323561142913
Student 36,4.572547016203917
Student 37,9.292882888202508
Student 38,9.04890119705428
Student 39,4.984803748654607
Student 40,2.713209229105875
Student 41,3.588380074178512
Student 42,1.0470390524352657
Student 43,5.760646846210298
Student 44,1.1958749180499573
Student 45,0.8260936697494459
Student 46,6.060621219772662
Student 47,0.39048138999136617
Student 48,6.282015079786243
Student 49,3.445469071642875
Student 50,2.6006206612322957
Student 51,8.018309883256228
Student 52,7.013980431242109
Student 53,2.7398267058308723
Student 54,2.018657652668825
Student 55,4.0800358261200405
Student 56,8.500792394651402
Student 57,2.496108478117156
Student 58,1.9293890479587006
Student 59,2.140130066755399
Student 60,8.573759630398976
Student 61,8.375372266457344
Student 62,0.8117759598001917
Student 63,3.012654258618759
Student 64,9.7601898016723
Student 65,7.162050025557818
Student 66,3.9354052125851857
Student 67,2.46011129167246
Student 68,2.3831050436320145
Student 69,0.7269872045274006
Student 70,0.6236304362137002
Student 71,2.813488642806339
Student 72,9.573455689929231
Student 73,9.784607027811202
Student 74,6.309119085409039
Student 75,7.121014509821027
Student 76,1.6585269464564467
Student 77,8.160180211413401
Student 78,2.0679745748029177
Student 79,2.810533809921214
Student 80,2.806544550029537
Student 81,9.356087370250133
Student 82,1.4373118271612895
Student 83,3.7045342736007747
Student 84,4.325627184622007
Student 85,4.699060060697613
Student 86,0.8936107163022089
Student 87,3.696415648073499
Student 88,8.871521555643724
Student 89,4.521429305956294
Student 90,7.453593231845364
Student 91,1.4322148722239447
Student 92,8.817817549457363
Student 93,6.745172039283123
Student 94,9.142514053330457
Student 95,5.000738830526464
Student 96,3.7051012591339494
Student 97,3.149390883093126
Student 98,9.709677653577959
Student 99,6.6349661435413605
Student 100,7.686601381528552
Student 101,5.308991572623274
Student 102,8.891784700371803
Student 103,1.9684664447511668
Student 104,5.426054425440845
Student 105,6.148083386523395
Student 106,5.2338750028973084
Student 107,3.0728260716332767
Student 108,2.3293148771276018
Student 109,1.8372778315737603
Student 110,0.7853424581745849
Student 111,5.9181805540609655
Student 112,3.156643897901934
Student 113,3.1899518841199193
Student 114,5.759076560068836
Student 115,9.591377038985422
Student 116,0.11300848797054508
Student 117,4.348045103864857
Student 118,8.707224965552903
Student 119,7.627616463813802
Student 120,4.339716968738223
Student 121,6.987507486439741
Student 122,3.320189160418685
Student 123,7.999484738529246
Student 124,6.4363589740835225
Student 125,5.776587777014526
Student 126,8.542409420571284
Student 127,9.116918594417955
Student 128,2.3748577339742583
Student 129,5.371950101881227
Student 130,6.931688805300109
Student 131,4.341370276335843
Student 132,0.4472957045632753
Student 133,4.723301067614121
Student 134,9.769287749695458
Student 135,2.1599837659103827
Student 136,7.166781994382358
Student 137,1.8694313611253888
Student 138,1.6641040995121559
Student 139,5.549961977347344
Student 140,4.034496265336398
Student 141,7.065215546220898
Student 142,9.220321474654485
Student 143,3.820838001643585
Student 144,2.3579116981815385
Student 145,9.613464677642193
Student 146,3.2375891164652226
Student 147,8.33298855301684
Student 148,0.5017537410236028
Student 149,4.619011505057131
Student 150,8.039270300241148
Student 151,6.199418479915386
Student 152,0.7319000445947821
Student 153,3.359408201802656
Student 154,6.652399222105645
Student 155,0.29057738948179423
Student 156,7.942934513193654
Student 157,8.51275811808273
Student 158,5.456927535295415
Student 159,3.460458567313651
Student 160,7.549740161655372
Student 161,0.6597191523231039
Student 162,2.3618291961679616
Student 163,6.975537082308114
Student 164,6.5638031387851425
Student 165,2.9509548147512055
Student 166,3.019281247556078
Student 167,1.5294219642136953
Student 168,5.986068189712324
Student 169,2.099930699245618
Student 170,2.4627287125573805
